document,actual,for sale,guns,atheism,electronics,apple hardware,religion misc
835,apple hardware,23.03,9.87,9.21,16.45,26.97,14.47
836,apple hardware,16.16,14.14,14.14,19.19,25.25,11.11
837,for sale,25.81,11.29,7.66,16.94,21.77,16.53
838,for sale,30.13,7.69,8.97,19.87,21.15,12.18
839,for sale,43.14,11.11,8.5,14.38,11.76,11.11
840,apple hardware,14.48,8.6,11.76,19.0,40.27,5.88
841,apple hardware,15.86,8.81,11.89,18.06,39.65,5.73
842,apple hardware,9.4,12.41,7.14,18.8,46.99,5.26
843,apple hardware,14.42,10.58,10.58,19.23,32.69,12.5
844,apple hardware,11.11,12.12,10.1,16.16,38.38,12.12
845,apple hardware,12.96,14.81,12.96,18.52,26.85,13.89
846,apple hardware,24.53,12.26,11.32,9.43,31.13,11.32
847,apple hardware,27.91,11.16,9.77,10.23,29.3,11.63
848,for sale,38.81,10.95,10.45,14.43,18.91,6.47
849,apple hardware,16.0,20.8,13.6,9.6,28.8,11.2
850,for sale,28.29,16.45,9.87,17.11,14.47,13.82
851,electronics,20.28,11.32,15.57,22.64,19.34,10.85
852,apple hardware,12.4,9.92,11.57,11.57,43.8,10.74
853,electronics,11.84,16.82,8.1,40.19,15.58,7.48
854,apple hardware,24.5,9.64,8.03,22.09,24.9,10.84
855,electronics,16.67,13.25,10.26,41.45,10.68,7.69
856,for sale,65.07,7.68,4.99,8.45,11.13,2.69
857,electronics,25.69,9.17,9.17,40.37,8.26,7.34
858,apple hardware,19.09,11.82,10.91,13.64,29.09,15.45
859,for sale,32.14,10.71,11.61,16.96,16.07,12.5
860,for sale,44.38,7.87,9.55,11.24,9.55,17.42
861,apple hardware,16.19,9.52,11.43,11.43,40.0,11.43
862,apple hardware,9.8,9.02,6.67,10.2,57.65,6.67
863,electronics,22.22,7.41,6.79,36.42,17.28,9.88
864,for sale,52.86,8.1,6.19,13.33,11.43,8.1
865,for sale,35.25,10.79,17.27,8.63,18.71,9.35
866,for sale,28.83,9.01,12.61,9.91,13.51,26.13
867,for sale,32.14,9.52,8.33,22.02,20.24,7.74
868,apple hardware,18.18,10.74,13.22,12.4,32.23,13.22
869,for sale,33.6,8.4,8.4,11.2,30.0,8.4
870,for sale,39.04,8.56,6.42,11.23,26.74,8.02
871,for sale,26.21,11.65,13.59,22.33,16.5,9.71
872,electronics,26.03,7.53,10.27,28.08,18.49,9.59
873,for sale,32.95,13.07,9.09,17.61,18.18,9.09
874,for sale,29.78,20.0,5.78,21.33,11.56,11.56
875,for sale,42.41,8.95,7.78,25.29,8.95,6.61
876,for sale,24.86,15.47,16.02,18.23,19.34,6.08
877,apple hardware,14.61,15.73,16.85,12.36,28.09,12.36
878,for sale,25.0,25.0,9.82,14.29,16.07,9.82
879,for sale,45.5,9.72,10.9,18.25,8.06,7.58
880,for sale,24.19,13.71,12.1,16.13,21.77,12.1
881,for sale,29.73,9.91,9.91,21.62,18.02,10.81
882,for sale,50.14,9.22,4.61,22.48,6.05,7.49
883,electronics,30.57,12.23,9.17,31.44,9.17,7.42
884,for sale,24.29,14.29,9.29,16.43,16.43,19.29
885,for sale,25.49,13.24,9.31,25.49,14.71,11.76
886,for sale,51.02,11.22,8.16,11.73,11.73,6.12
887,for sale,37.86,9.22,13.11,16.02,15.05,8.74
888,for sale,22.22,14.81,15.74,14.81,21.3,11.11
889,for sale,30.58,11.57,8.26,19.01,19.83,10.74
890,for sale,45.13,6.64,6.64,7.08,20.35,14.16
891,electronics,17.19,13.28,8.59,40.23,12.11,8.59
892,for sale,33.92,7.6,8.77,20.47,18.13,11.11
893,for sale,50.77,14.36,9.23,11.28,8.72,5.64
894,electronics,10.0,7.08,7.5,61.25,9.17,5.0
895,apple hardware,15.09,10.38,11.32,12.26,40.57,10.38
896,for sale,48.48,9.85,9.85,11.36,11.36,9.09
897,for sale,53.66,8.67,11.92,16.53,4.34,4.88
898,for sale,42.24,12.93,7.33,20.26,7.76,9.48
899,for sale,36.42,7.51,10.98,16.76,19.08,9.25
900,for sale,33.72,15.12,15.7,14.53,11.05,9.88
901,for sale,33.53,8.38,10.78,28.74,9.58,8.98
902,for sale,42.42,8.23,7.36,24.24,6.93,10.82
903,for sale,24.83,12.41,10.34,21.38,23.45,7.59
904,for sale,29.17,12.5,10.42,12.5,14.58,20.83
905,for sale,36.75,9.89,10.25,28.98,6.71,7.42
906,electronics,23.81,9.52,11.43,25.71,17.14,12.38
907,for sale,24.27,12.62,17.48,14.56,19.42,11.65
908,apple hardware,13.92,7.59,12.66,14.56,43.04,8.23
909,apple hardware,23.0,13.0,13.0,10.0,25.0,16.0
910,for sale,28.25,18.08,7.34,22.03,12.43,11.86
911,for sale,22.22,14.81,11.11,20.37,13.89,17.59
912,for sale,29.03,14.19,9.68,22.58,13.55,10.97
913,for sale,44.51,9.76,10.37,16.46,9.15,9.76
914,for sale,50.0,8.55,8.97,8.97,7.26,16.24
915,for sale,41.83,18.27,9.62,12.98,9.13,8.17
916,apple hardware,18.64,6.78,12.99,12.99,41.81,6.78
917,electronics,19.21,7.95,7.95,39.74,15.23,9.93
918,for sale,46.67,9.7,7.88,17.58,8.48,9.7
919,for sale,47.4,9.09,9.09,14.94,9.09,10.39
920,for sale,29.8,18.54,11.26,12.58,11.26,16.56
921,apple hardware,19.5,17.83,15.6,15.88,24.79,6.41
922,for sale,24.21,13.68,11.58,10.53,22.11,17.89
923,for sale,51.23,7.98,5.83,21.78,8.9,4.29
924,for sale,24.39,13.41,13.41,17.07,15.85,15.85
925,electronics,24.73,7.77,9.54,27.92,24.03,6.01
926,apple hardware,20.29,13.04,14.49,13.04,31.16,7.97
927,for sale,25.53,10.64,12.77,22.34,14.89,13.83
928,for sale,51.46,8.25,6.31,17.48,8.25,8.25
929,for sale,51.98,8.81,14.89,12.77,5.78,5.78
930,for sale,45.76,9.6,10.73,11.3,13.56,9.04
931,for sale,42.64,13.57,8.91,9.3,6.98,18.6
932,electronics,18.18,16.36,17.27,20.0,15.45,12.73
933,for sale,38.83,21.99,13.4,12.71,7.22,5.84
934,apple hardware,23.48,13.36,12.55,15.79,28.74,6.07
935,for sale,26.44,12.64,16.09,12.64,19.54,12.64
936,apple hardware,23.98,13.27,9.69,9.18,36.22,7.65
937,for sale,28.65,15.2,8.77,24.56,13.45,9.36
938,for sale,40.0,10.0,10.0,18.82,10.59,10.59
939,for sale,44.62,18.82,10.22,9.14,8.06,9.14
940,for sale,38.13,11.28,9.34,29.57,6.61,5.06
941,for sale,26.19,10.32,9.52,11.9,23.02,19.05
942,electronics,24.24,15.15,10.1,25.25,13.13,12.12
943,for sale,41.44,8.11,16.22,14.41,12.61,7.21
944,for sale,39.04,13.15,10.36,25.9,6.77,4.78
945,for sale,32.18,9.77,8.62,24.71,15.52,9.2
946,for sale,47.95,6.73,4.39,25.44,8.77,6.73
947,for sale,21.64,15.67,18.66,15.67,16.42,11.94
948,for sale,39.07,12.58,11.92,10.6,15.23,10.6
949,for sale,29.37,10.32,9.52,16.67,18.25,15.87
950,for sale,44.85,10.3,12.12,13.94,9.09,9.7
951,for sale,45.38,12.61,9.52,21.85,5.32,5.32
952,electronics,22.7,11.66,9.2,25.15,22.09,9.2
953,apple hardware,25.0,10.71,8.93,14.29,29.46,11.61
954,for sale,25.78,13.28,13.28,25.78,10.94,10.94
955,for sale,43.15,11.68,8.63,18.27,10.66,7.61
956,for sale,38.41,9.42,11.59,9.42,19.57,11.59
957,religion misc,20.65,20.0,9.03,15.48,10.97,23.87
958,for sale,30.67,12.67,12.0,17.33,14.67,12.67
959,for sale,35.38,10.0,8.46,16.92,17.69,11.54
960,for sale,25.21,14.29,12.61,10.92,20.17,16.81
961,for sale,30.63,10.36,12.16,23.42,11.26,12.16
962,for sale,25.23,10.81,14.41,12.61,23.42,13.51
963,for sale,46.98,10.07,9.4,10.74,11.41,11.41
964,electronics,13.46,17.31,13.46,20.19,16.35,19.23
965,for sale,25.42,18.64,11.86,11.86,16.1,16.1
966,for sale,46.92,13.27,11.85,8.53,13.74,5.69
967,apple hardware,17.48,12.59,9.79,13.29,32.17,14.69
968,apple hardware,20.75,11.32,12.26,12.26,32.08,11.32
969,for sale,36.11,11.11,9.72,17.36,18.06,7.64
970,electronics,12.0,10.91,17.82,41.09,9.45,8.73
971,for sale,40.28,14.58,7.64,18.75,10.42,8.33
972,for sale,46.0,10.0,10.0,11.0,12.0,11.0
973,for sale,24.72,12.36,13.48,20.22,14.61,14.61
974,for sale,34.65,11.88,12.87,13.86,12.87,13.86
975,for sale,34.15,8.78,7.32,31.71,11.22,6.83
976,for sale,44.12,5.88,8.4,22.27,9.24,10.08
977,for sale,40.0,10.43,8.7,24.78,7.39,8.7
978,for sale,29.63,11.11,12.96,11.11,12.96,22.22
979,guns,18.02,25.58,12.21,18.6,15.12,10.47
980,for sale,24.61,13.61,11.52,23.56,20.94,5.76
981,electronics,16.79,12.41,10.22,32.12,17.52,10.95
982,electronics,23.18,11.92,16.56,27.15,12.58,8.61
983,electronics,18.83,10.39,11.69,38.96,9.09,11.04
984,electronics,17.03,14.29,13.19,31.32,14.84,9.34
985,for sale,43.06,11.48,11.0,18.18,7.18,9.09
986,electronics,17.04,10.37,12.59,28.89,21.48,9.63
987,for sale,38.05,9.29,7.52,26.55,6.64,11.95
988,for sale,30.63,11.71,9.91,10.81,24.32,12.61
989,electronics,13.54,11.46,13.54,23.96,23.96,13.54
990,electronics,14.19,8.11,10.14,45.27,12.84,9.46
991,electronics,21.85,9.24,9.24,33.61,15.97,10.08
992,electronics,14.85,7.42,6.99,54.59,9.17,6.99
993,for sale,28.48,14.55,12.12,18.79,10.3,15.76
994,for sale,36.76,15.44,10.29,11.03,11.76,14.71
995,for sale,24.39,12.2,15.45,18.7,16.26,13.01
996,electronics,22.65,8.12,9.4,40.17,11.97,7.69
997,for sale,49.65,9.93,7.8,9.93,12.77,9.93
998,for sale,37.5,7.89,9.87,21.05,13.82,9.87
999,electronics,15.6,8.51,9.22,39.72,13.48,13.48
1000,electronics,29.02,10.88,11.4,31.09,11.92,5.7
1001,electronics,20.5,9.21,12.13,28.87,14.64,14.64
1002,for sale,37.04,8.89,10.37,11.85,23.7,8.15
1003,for sale,35.0,8.57,11.43,20.71,14.29,10.0
1004,apple hardware,14.81,12.96,16.67,12.96,25.93,16.67
1005,apple hardware,22.45,11.56,10.2,16.33,27.89,11.56
1006,for sale,30.9,12.36,7.3,17.42,21.35,10.67
1007,for sale,40.8,10.4,10.4,10.4,15.2,12.8
1008,electronics,18.38,8.65,9.19,43.78,9.73,10.27
1009,for sale,36.76,8.82,8.82,11.03,19.85,14.71
1010,for sale,53.59,8.29,6.63,11.05,10.5,9.94
1011,for sale,30.89,13.82,10.57,11.38,17.89,15.45
1012,for sale,31.68,10.89,13.37,23.27,12.87,7.92
1013,apple hardware,25.44,8.88,8.28,17.75,31.95,7.69
1014,for sale,40.98,8.74,12.02,17.49,11.48,9.29
1015,for sale,34.68,13.71,9.68,11.29,20.16,10.48
1016,electronics,20.0,7.37,6.32,47.89,11.05,7.37
1017,apple hardware,16.91,18.38,8.82,15.44,29.41,11.03
1018,electronics,18.01,10.43,15.17,30.33,16.11,9.95
1019,for sale,27.27,11.57,9.09,18.18,14.88,19.01
1020,guns,15.6,24.77,13.76,19.27,13.76,12.84
1021,for sale,28.57,10.27,14.29,22.32,16.52,8.04
1022,apple hardware,12.35,9.26,17.28,21.6,30.86,8.64
1023,electronics,24.23,18.04,8.76,26.8,12.89,9.28
1024,electronics,30.94,9.71,7.19,39.21,6.12,6.83
1025,electronics,15.23,8.98,10.16,50.39,7.03,8.2
1026,electronics,17.48,13.64,11.19,41.61,8.04,8.04
1027,for sale,45.9,5.9,8.52,22.3,11.8,5.57
1028,for sale,40.5,11.57,9.09,9.92,15.7,13.22
1029,for sale,36.96,13.04,10.87,9.42,20.29,9.42
1030,for sale,33.1,10.34,11.03,28.28,9.66,7.59
1031,electronics,16.45,12.99,12.55,34.2,13.85,9.96
1032,for sale,29.6,10.8,11.6,24.0,16.8,7.2
1033,electronics,10.69,12.98,12.98,29.01,25.95,8.4
1034,for sale,25.57,16.48,7.95,25.0,13.64,11.36
1035,electronics,12.0,6.0,8.0,58.0,10.0,6.0
1036,for sale,50.38,9.77,9.77,9.02,10.53,10.53
1037,electronics,6.18,5.45,6.91,67.64,8.36,5.45
1038,electronics,1.02,3.47,3.56,90.44,0.71,0.81
1039,for sale,53.93,10.11,7.3,10.67,10.67,7.3
1040,for sale,32.56,13.18,10.08,23.26,9.3,11.63
1041,for sale,41.22,12.16,14.86,12.16,10.14,9.46
1042,electronics,11.76,7.98,11.76,49.16,11.34,7.98
1043,electronics,11.73,12.24,5.1,47.96,17.86,5.1
1044,for sale,44.0,11.0,7.5,11.5,19.0,7.0
1045,for sale,36.09,10.53,13.53,20.3,10.53,9.02
1046,for sale,31.05,17.32,7.19,30.39,6.54,7.52
1047,for sale,34.48,11.03,8.97,22.76,11.72,11.03
1048,for sale,23.95,19.16,6.59,23.35,19.76,7.19
1049,for sale,36.88,8.12,13.75,17.5,11.88,11.88
1050,for sale,49.4,7.23,9.64,12.65,11.45,9.64
1051,electronics,12.27,10.04,11.52,50.93,10.41,4.83
1052,apple hardware,14.93,10.45,14.93,19.4,21.64,18.66
1053,for sale,24.75,18.81,13.37,20.3,14.36,8.42
1054,electronics,17.82,9.77,14.37,33.91,14.37,9.77
1055,electronics,22.64,14.47,11.32,26.42,13.21,11.95
1056,for sale,42.26,8.39,10.0,22.58,6.13,10.65
1057,for sale,34.39,8.92,10.19,25.48,13.38,7.64
1058,for sale,25.93,14.81,10.37,20.0,14.07,14.81
1059,for sale,41.33,9.18,11.22,21.94,8.16,8.16
1060,for sale,51.31,7.85,7.85,20.94,5.76,6.28
1061,for sale,50.34,11.56,8.16,11.56,9.52,8.84
1062,apple hardware,16.52,13.91,10.43,18.26,31.3,9.57
1063,for sale,43.48,9.57,9.57,9.57,16.52,11.3
1064,for sale,53.25,10.82,10.39,10.39,6.06,9.09
1065,electronics,10.24,7.09,7.48,59.06,9.45,6.69
1066,apple hardware,17.12,9.01,9.91,16.22,34.23,13.51
1067,for sale,34.57,14.2,12.35,15.43,10.49,12.96
1068,apple hardware,18.7,13.01,8.94,16.26,31.71,11.38
1069,electronics,6.51,5.36,7.28,63.22,11.11,6.51
1070,for sale,23.4,13.48,9.22,19.15,20.57,14.18
1071,for sale,38.68,11.32,10.38,15.09,12.26,12.26
1072,for sale,51.67,13.4,9.09,11.96,6.7,7.18
1073,electronics,26.9,9.36,8.77,37.43,10.53,7.02
1074,for sale,31.76,8.24,15.29,12.94,24.12,7.65
1075,for sale,40.94,8.66,11.81,11.81,16.54,10.24
1076,for sale,35.98,11.59,13.41,21.95,8.54,8.54
1077,for sale,48.17,12.2,8.54,15.85,7.93,7.32
1078,for sale,46.86,7.43,12.0,12.0,10.86,10.86
1079,apple hardware,14.53,11.63,7.56,24.42,31.98,9.88
1080,for sale,40.0,12.0,9.6,10.4,16.8,11.2
1081,for sale,47.01,11.11,9.4,11.97,11.97,8.55
1082,for sale,43.66,13.38,11.97,13.38,8.45,9.15
1083,for sale,45.78,12.0,8.44,14.67,13.33,5.78
1084,for sale,25.29,11.18,14.12,9.41,25.29,14.71
1085,electronics,7.54,6.53,7.54,58.79,11.06,8.54
1086,electronics,15.38,14.42,10.58,30.77,15.38,13.46
1087,electronics,16.43,14.29,11.43,34.29,15.0,8.57
1088,apple hardware,16.67,17.78,12.22,12.22,28.89,12.22
1089,for sale,45.08,12.3,9.84,9.84,11.48,11.48
1090,for sale,42.73,9.09,10.91,12.73,12.73,11.82
1091,electronics,23.98,12.24,9.69,36.73,9.18,8.16
1092,for sale,34.07,14.07,10.37,16.3,14.07,11.11
1093,electronics,9.82,7.36,10.43,50.92,11.04,10.43
1094,for sale,46.81,10.87,12.06,18.44,7.8,4.02
1095,for sale,45.04,12.21,11.45,11.45,12.21,7.63
1096,electronics,16.88,20.0,13.75,21.25,16.25,11.88
1097,for sale,33.51,7.85,12.57,25.65,10.99,9.42
1098,for sale,44.78,8.42,7.74,24.92,5.39,8.75
1099,electronics,7.77,10.88,9.33,56.99,6.74,8.29
1100,for sale,48.22,12.18,7.11,17.26,8.12,7.11
1101,for sale,23.76,19.8,10.89,15.84,17.82,11.88
1102,for sale,39.85,9.02,12.78,14.29,12.03,12.03
1103,electronics,28.14,8.38,7.19,38.92,7.78,9.58
1104,for sale,42.65,10.29,9.56,14.71,15.44,7.35
1105,for sale,21.28,19.15,10.64,12.77,21.28,14.89
1106,electronics,28.24,11.37,5.1,40.39,9.02,5.88
1107,apple hardware,16.43,15.0,10.0,16.43,32.86,9.29
1108,for sale,43.78,10.27,9.73,12.43,11.35,12.43
1109,for sale,50.78,7.77,7.25,17.62,8.81,7.77
1110,for sale,35.71,11.9,11.9,12.7,16.67,11.11
1111,electronics,9.84,10.93,8.2,47.54,13.11,10.38
1112,for sale,35.58,13.46,10.58,11.54,17.31,11.54
1113,for sale,29.17,8.33,10.0,24.17,18.33,10.0
1114,for sale,25.0,13.1,11.9,19.05,16.67,14.29
1115,for sale,37.95,13.86,8.43,20.48,9.64,9.64
1116,for sale,48.84,9.88,10.47,13.37,9.3,8.14
1117,for sale,45.45,10.49,7.69,15.38,9.79,11.19
1118,for sale,38.33,10.0,10.0,13.33,13.33,15.0
1119,for sale,38.07,9.66,14.2,18.18,10.8,9.09
1120,electronics,16.27,10.05,8.13,49.28,8.61,7.66
1121,for sale,33.73,7.69,12.43,26.04,9.47,10.65
1122,for sale,56.57,5.84,5.47,18.98,6.2,6.93
1123,for sale,51.11,8.33,6.67,14.44,10.0,9.44
1124,for sale,33.33,8.94,13.82,16.26,19.51,8.13
1125,for sale,25.48,12.98,10.1,16.83,20.67,13.94
1126,for sale,45.36,13.11,10.93,12.57,8.2,9.84
1127,for sale,42.13,14.61,14.61,11.24,9.55,7.87
1128,for sale,38.46,13.57,11.76,18.1,8.14,9.95
1129,for sale,30.99,12.68,9.86,20.42,16.9,9.15
1130,for sale,56.23,8.03,4.71,17.45,9.7,3.88
1131,electronics,13.47,10.88,11.4,35.75,21.24,7.25
1132,electronics,2.75,4.51,4.02,84.89,2.06,1.77
1133,for sale,46.76,10.07,8.63,9.35,15.11,10.07
1134,for sale,39.26,11.04,14.11,15.34,11.04,9.2
1135,electronics,20.0,13.33,12.38,23.81,18.1,12.38
1136,for sale,28.87,10.82,9.28,19.07,20.62,11.34
1137,for sale,24.02,11.73,8.38,22.91,18.99,13.97
1138,for sale,34.76,9.87,9.01,20.6,16.74,9.01
1139,for sale,57.04,7.56,8.93,14.09,6.53,5.84
1140,for sale,34.82,12.5,11.61,11.61,14.29,15.18
1141,apple hardware,21.05,12.5,9.87,12.5,35.53,8.55
1142,electronics,16.46,10.13,6.33,43.04,17.09,6.96
1143,for sale,31.82,12.12,9.85,18.18,16.67,11.36
1144,for sale,23.86,15.91,12.5,14.77,18.18,14.77
1145,apple hardware,14.57,13.25,13.25,24.5,25.17,9.27
1146,for sale,35.2,13.6,10.4,14.4,15.2,11.2
1147,apple hardware,25.0,7.69,13.46,14.74,31.41,7.69
1148,for sale,30.14,13.24,16.44,18.72,10.5,10.96
1149,for sale,36.0,14.0,12.67,12.67,9.33,15.33
1150,for sale,22.38,13.99,13.29,18.88,17.48,13.99
1151,for sale,49.25,10.45,9.7,14.18,8.96,7.46
1152,for sale,28.64,8.25,8.74,25.24,21.84,7.28
1153,for sale,44.92,10.16,11.23,17.65,8.02,8.02
1154,electronics,17.16,6.37,7.84,50.98,11.27,6.37
1155,electronics,31.95,11.6,9.85,38.07,4.38,4.16
1156,for sale,56.05,8.87,8.06,13.71,6.45,6.85
1157,electronics,18.02,9.91,6.76,50.45,7.21,7.66
1158,for sale,50.65,9.09,9.09,10.39,11.04,9.74
1159,for sale,45.0,11.67,8.33,17.22,11.11,6.67
1160,apple hardware,19.83,9.48,12.93,18.1,25.86,13.79
1161,for sale,30.97,9.73,11.5,19.47,15.04,13.27
1162,apple hardware,22.54,14.08,10.56,18.31,24.65,9.86
1163,for sale,44.39,9.63,8.02,14.97,11.23,11.76
1164,for sale,40.09,9.46,9.91,20.27,7.66,12.61
1165,apple hardware,27.42,5.91,8.06,20.97,27.96,9.68
1166,for sale,26.32,11.4,12.28,14.04,21.05,14.91
1167,for sale,33.82,9.56,9.56,19.85,19.12,8.09
1168,for sale,44.52,13.24,9.82,23.06,5.02,4.34
1169,for sale,24.77,15.6,11.93,15.6,21.1,11.01
1170,electronics,25.34,9.59,8.22,33.56,14.38,8.9
1171,electronics,17.89,12.63,12.63,29.47,13.68,13.68
1172,for sale,34.12,14.12,11.18,11.18,14.12,15.29
1173,electronics,16.33,8.84,8.84,38.1,17.69,10.2
1174,for sale,32.16,9.36,9.36,17.54,20.47,11.11
1175,for sale,44.59,8.92,10.19,11.46,15.92,8.92
1176,for sale,22.05,15.75,12.6,21.26,18.11,10.24
1177,for sale,27.93,15.32,11.71,14.41,15.32,15.32
1178,electronics,13.27,11.22,11.22,32.65,18.37,13.27
1179,electronics,13.67,14.39,7.91,33.09,18.71,12.23
1180,for sale,41.3,10.14,15.22,13.04,8.7,11.59
1181,for sale,29.88,12.8,9.76,23.78,15.24,8.54
1182,for sale,27.21,11.76,13.24,17.65,19.85,10.29
1183,for sale,31.03,15.52,14.66,13.79,12.93,12.07
1184,apple hardware,17.89,16.84,13.68,15.79,23.16,12.63
1185,electronics,5.13,6.84,7.26,65.81,9.83,5.13
1186,for sale,53.88,5.94,8.68,14.61,7.76,9.13
1187,for sale,28.0,11.2,9.6,16.8,20.8,13.6
1188,for sale,32.8,10.4,12.0,14.4,16.0,14.4
1189,for sale,55.75,8.15,8.63,21.25,3.35,2.88
1190,for sale,33.91,8.05,9.2,17.82,12.64,18.39
1191,electronics,11.07,9.73,9.06,59.4,5.37,5.37
1192,for sale,45.61,10.53,8.77,11.11,10.53,13.45
1193,for sale,48.44,11.46,8.85,11.98,10.42,8.85
1194,for sale,34.87,14.87,9.23,21.54,8.72,10.77
1195,apple hardware,18.68,14.29,10.99,18.68,19.78,17.58
1196,electronics,22.99,15.33,5.75,32.95,17.62,5.36
1197,apple hardware,20.0,12.9,10.97,12.9,31.61,11.61
1198,for sale,49.28,4.78,5.74,10.05,23.92,6.22
1199,for sale,31.25,12.5,11.61,16.96,16.96,10.71
1200,for sale,24.8,11.2,11.2,20.0,21.6,11.2
1201,for sale,31.25,11.72,10.16,22.66,14.06,10.16
1202,electronics,18.81,13.76,14.68,36.24,8.72,7.8
1203,for sale,44.23,8.97,13.46,14.1,12.18,7.05
1204,electronics,26.47,10.29,10.29,31.62,8.82,12.5
1205,for sale,50.76,10.15,12.69,10.66,7.61,8.12
1206,for sale,38.46,14.53,9.4,14.53,12.82,10.26
1207,for sale,45.8,8.4,13.36,15.27,8.4,8.78
1208,for sale,30.19,9.43,11.32,15.09,23.58,10.38
1209,for sale,29.36,13.76,11.01,17.43,15.6,12.84
1210,for sale,40.59,9.9,10.89,10.89,14.85,12.87
1211,apple hardware,15.62,10.42,12.5,13.54,36.46,11.46
1212,electronics,23.51,8.28,5.3,47.35,8.61,6.95
1213,for sale,26.61,11.29,13.71,18.55,15.32,14.52
1214,electronics,17.21,9.84,12.3,36.07,13.93,10.66
1215,for sale,41.18,13.24,10.29,15.44,9.56,10.29
1216,for sale,56.82,7.95,7.39,11.36,9.09,7.39
1217,for sale,33.33,12.94,8.46,13.93,16.42,14.93
1218,for sale,28.18,15.45,11.82,17.27,12.73,14.55
1219,for sale,48.36,8.92,10.33,13.15,11.74,7.51
1220,for sale,47.95,10.53,8.19,12.28,12.28,8.77
1221,for sale,41.98,14.2,11.11,11.73,13.58,7.41
1222,for sale,52.31,8.46,8.46,13.08,9.23,8.46
1223,for sale,32.56,10.85,7.75,16.28,17.83,14.73
1224,electronics,23.71,6.7,6.7,40.21,11.86,10.82
1225,for sale,23.17,14.63,12.2,14.63,20.73,14.63
1226,apple hardware,17.43,11.93,12.84,11.01,33.03,13.76
1227,for sale,46.0,12.0,12.0,14.0,6.67,9.33
1228,for sale,42.31,12.09,9.34,23.08,6.59,6.59
1229,for sale,33.85,8.85,11.98,26.56,10.94,7.81
1230,for sale,44.04,11.01,9.17,11.93,12.84,11.01
1231,apple hardware,18.0,11.0,10.0,11.0,37.0,13.0
1232,for sale,31.55,10.19,9.22,29.13,11.17,8.74
1233,apple hardware,20.34,13.56,8.47,16.1,26.27,15.25
1234,electronics,10.95,8.76,11.68,46.72,11.68,10.22
1235,for sale,25.15,6.75,15.95,25.15,16.56,10.43
1236,for sale,45.0,10.62,11.25,15.0,10.0,8.12
1237,for sale,60.13,8.04,6.11,15.43,6.43,3.86
1238,for sale,30.23,12.79,11.63,13.95,13.95,17.44
1239,apple hardware,25.52,12.41,6.9,15.86,31.03,8.28
1240,for sale,40.95,11.43,7.14,17.62,16.19,6.67
1241,for sale,63.45,5.88,5.88,10.92,7.14,6.72
1242,for sale,25.52,12.41,11.72,18.62,17.93,13.79
1243,apple hardware,22.5,12.5,12.5,17.5,24.17,10.83
1244,for sale,38.73,8.67,10.4,29.48,6.36,6.36
1245,for sale,29.13,12.62,9.71,15.53,17.48,15.53
1246,for sale,26.32,12.03,12.78,18.05,21.05,9.77
1247,for sale,34.43,19.13,15.3,11.48,8.2,11.48
1248,electronics,21.92,15.07,17.12,26.03,10.27,9.59
1249,apple hardware,21.98,14.29,12.09,15.38,23.08,13.19
1250,for sale,28.42,20.77,7.65,18.03,15.3,9.84
1251,apple hardware,16.52,15.65,15.65,20.0,21.74,10.43
1252,for sale,40.48,9.52,11.9,21.43,6.55,10.12
1253,for sale,50.37,9.63,8.15,10.37,11.85,9.63
1254,electronics,16.77,14.37,14.37,24.55,17.37,12.57
